Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Income_cat,Age,Education_Level,Marital_In_Relationship,Marital_Not_In_Relationship,Marital_Other,Children,Customer_Fidelity
7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,"(1729.999, 32011.0]",52,1,True,False,False,1,4599
6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",41,3,True,False,False,1,4243
25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,"(58482.0, 71819.0]",69,3,True,False,False,1,4611
55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",60,2,True,False,False,1,4646
81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",47,2,True,False,False,1,4142
98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,"(44529.0, 58482.0]",52,3,True,False,False,1,4084
31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,"(71819.0, 666666.0]",39,2,True,False,False,0,3976
30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,"(71819.0, 666666.0]",66,3,True,False,False,1,4269
98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",47,2,True,False,False,1,4410
92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,"(71819.0, 666666.0]",59,2,True,False,False,0,4560
41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",33,1,False,True,False,1,3995
68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",41,2,True,False,False,1,4557
78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",69,2,False,True,False,1,4369
46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",48,2,True,False,False,2,4016
71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",51,2,True,False,False,2,4261
6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,"(44529.0, 58482.0]",49,3,True,False,False,1,4545
82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,"(1729.999, 32011.0]",46,2,True,False,False,1,4496
71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,"(71819.0, 666666.0]",42,3,True,False,False,0,4388
32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,"(71819.0, 666666.0]",34,2,False,True,False,0,4161
28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,"(71819.0, 666666.0]",63,3,False,True,False,0,4052
20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,"(32011.0, 44529.0]",43,3,False,True,False,1,4116
10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,"(1729.999, 32011.0]",46,3,False,True,False,1,4036
7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,"(32011.0, 44529.0]",70,2,True,False,False,2,4572
67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",60,1,False,True,False,1,4502
48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,"(71819.0, 666666.0]",64,3,True,False,False,2,4442
61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",74,2,True,False,False,1,4461
36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",61,3,True,False,False,2,4062
77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",66,2,True,False,False,0,4512
90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,"(32011.0, 44529.0]",70,2,False,True,False,2,4392
35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,"(71819.0, 666666.0]",59,2,True,False,False,0,4073
38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,"(71819.0, 666666.0]",67,2,False,True,False,1,4383
46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",71,2,False,True,False,1,4460
33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,"(71819.0, 666666.0]",58,2,False,True,False,2,4030
70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,"(71819.0, 666666.0]",62,2,True,False,False,0,4179
51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,"(44529.0, 58482.0]",66,2,True,False,False,1,4000
18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",54,3,True,False,False,1,4164
97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,"(44529.0, 58482.0]",61,2,True,False,False,1,4030
32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",42,2,True,False,False,1,4401
9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,"(44529.0, 58482.0]",80,3,False,True,False,0,3996
6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,"(58482.0, 71819.0]",78,2,True,False,False,0,4493
80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",56,3,False,True,False,1,4489
74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",73,2,True,False,False,0,4575
49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",78,1,True,False,False,0,4550
21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",79,3,True,False,False,0,4238
95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",56,2,False,True,False,1,4360
56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,"(71819.0, 666666.0]",76,3,True,False,False,0,4447
48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,"(58482.0, 71819.0]",64,3,True,False,False,1,4585
26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",51,2,True,False,False,1,4619
3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",45,2,False,True,False,1,4086
39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,"(44529.0, 58482.0]",76,3,False,True,False,1,4466
33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",54,2,False,True,False,2,4515
42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,"(1729.999, 32011.0]",46,1,False,True,False,2,4433
80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",57,2,True,False,False,2,4199
9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,"(32011.0, 44529.0]",54,3,False,True,False,1,4293
52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,"(32011.0, 44529.0]",70,3,True,False,False,2,4014
78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,"(71819.0, 666666.0]",53,2,True,False,False,1,4363
68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",61,2,True,False,False,1,4256
45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",46,2,False,True,False,1,4440
47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",50,2,True,False,False,1,4213
34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,"(71819.0, 666666.0]",48,2,True,False,False,1,4277
81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",39,2,True,False,False,1,4259
72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",69,2,True,False,False,1,4424
23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",45,3,False,True,False,1,3977
29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",43,2,True,False,False,0,4381
80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",64,1,True,False,False,0,3978
30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,"(44529.0, 58482.0]",50,3,True,False,False,1,4216
15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,"(1729.999, 32011.0]",51,3,False,True,False,1,4613
86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",79,3,True,False,False,0,4401
68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",40,2,False,True,False,0,4596
54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,"(71819.0, 666666.0]",73,3,True,False,False,0,4350
44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",58,2,True,False,False,1,4067
7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,"(32011.0, 44529.0]",70,2,True,False,False,2,4572
87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",40,2,False,True,False,1,4633
59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",48,3,True,False,False,0,4588
16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",52,3,True,False,False,1,4291
1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",41,2,True,False,False,0,4296
64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",46,1,False,True,False,1,4523
72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",49,3,False,True,False,2,4096
98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",57,2,True,False,False,0,4587
91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,"(58482.0, 71819.0]",66,2,True,False,False,1,4177
8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,"(32011.0, 44529.0]",54,2,True,False,False,2,4508
20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",58,2,False,True,False,2,4567
6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",52,2,True,False,False,1,4610
54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",42,2,True,False,False,1,4166
72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,"(58482.0, 71819.0]",46,2,True,False,False,2,4634
46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",46,2,True,False,False,1,4203
11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",75,2,True,False,False,2,4292
21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",62,3,False,True,False,2,4042
89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,"(71819.0, 666666.0]",63,2,True,False,False,0,4282
82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",49,2,False,True,False,1,4106
69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,"(32011.0, 44529.0]",73,2,True,False,False,2,4315
55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",65,3,True,False,False,2,4344
13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",70,2,False,True,False,1,4233
80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",48,3,False,True,False,1,4038
97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,"(58482.0, 71819.0]",61,2,True,False,False,2,3987
27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,"(71819.0, 666666.0]",44,2,True,False,False,1,4022
99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",49,2,True,False,False,1,3966
87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,"(71819.0, 666666.0]",51,2,True,False,False,1,4587
85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",74,3,True,False,False,2,4391
30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,"(32011.0, 44529.0]",59,2,False,True,False,2,4430
82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,"(44529.0, 58482.0]",74,2,True,False,False,2,4134
21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",67,2,True,False,False,1,4350
92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,"(1729.999, 32011.0]",59,3,False,True,False,2,4168
95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,"(1729.999, 32011.0]",61,2,False,True,False,2,4354
2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,"(71819.0, 666666.0]",69,2,True,False,False,0,4026
74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,"(58482.0, 71819.0]",51,3,False,True,False,0,4565
49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",59,2,True,False,False,2,4597
71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,"(44529.0, 58482.0]",62,3,False,True,False,1,4554
72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,"(71819.0, 666666.0]",56,3,True,False,False,0,3965
68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,"(58482.0, 71819.0]",33,2,True,False,False,0,4489
4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",71,2,False,True,False,1,4464
80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,"(1729.999, 32011.0]",42,3,True,False,False,1,4307
15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,"(58482.0, 71819.0]",43,2,True,False,False,1,4238
70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,"(71819.0, 666666.0]",74,2,False,True,False,0,4309
91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",69,2,True,False,False,2,4266
10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",64,3,True,False,False,2,3978
99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,"(58482.0, 71819.0]",63,2,True,False,False,1,4047
25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",54,3,False,True,False,2,4225
34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",54,3,False,True,False,2,4232
57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",57,2,True,False,False,1,4288
84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",47,2,True,False,False,0,4627
51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",56,2,True,False,False,1,4251
97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",60,3,False,True,False,1,4272
13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,"(71819.0, 666666.0]",39,2,True,False,False,0,4463
92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",67,3,True,False,False,0,4366
30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,"(1729.999, 32011.0]",50,3,True,False,False,1,4367
30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,"(1729.999, 32011.0]",38,2,False,True,False,1,4228
11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",66,2,True,False,False,1,4435
72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",63,3,True,False,False,1,4461
39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",51,2,True,False,False,1,4065
0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,"(44529.0, 58482.0]",48,2,True,False,False,2,4255
15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",47,2,True,False,False,2,4530
12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",55,3,True,False,False,0,4257
56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,"(44529.0, 58482.0]",68,2,True,False,False,1,4428
39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",70,2,True,False,False,1,4659
55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,"(44529.0, 58482.0]",71,3,False,True,False,1,4609
60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,"(32011.0, 44529.0]",43,3,True,False,False,1,4467
73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,"(71819.0, 666666.0]",72,3,False,True,False,0,4355
90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",57,3,False,True,False,1,4031
86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",68,3,True,False,False,0,4266
37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,"(58482.0, 71819.0]",60,3,True,False,False,2,4168
7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,"(71819.0, 666666.0]",50,3,True,False,False,0,4619
29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,"(1729.999, 32011.0]",62,3,True,False,False,2,3970
19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",35,2,True,False,False,0,4320
14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",59,3,True,False,False,1,4133
72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",37,2,False,True,False,1,4111
56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,"(71819.0, 666666.0]",30,2,False,True,False,0,4613
85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",50,2,True,False,False,1,4370
62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",47,3,True,False,False,0,4572
1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,"(58482.0, 71819.0]",64,2,True,False,False,0,4498
28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,"(71819.0, 666666.0]",41,3,False,True,False,0,4256
70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,"(71819.0, 666666.0]",54,3,False,True,False,1,4285
84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",74,3,False,True,False,3,4553
89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",49,3,True,False,False,0,4324
73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",53,3,True,False,False,0,4483
42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",40,2,True,False,False,1,4613
16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",59,3,True,False,False,1,4563
16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",50,2,False,True,False,0,4160
56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",46,2,False,True,False,1,4290
65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",54,2,True,False,False,1,4222
10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,"(58482.0, 71819.0]",43,2,True,False,False,0,4561
13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,"(58482.0, 71819.0]",52,2,False,True,False,2,4594
78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",57,3,True,False,False,2,4260
51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",41,2,False,True,False,1,4013
27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,"(1729.999, 32011.0]",54,3,True,False,False,1,4600
30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,"(71819.0, 666666.0]",48,2,True,False,False,0,4075
71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",58,3,False,True,False,1,4084
97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",61,2,False,True,False,1,4346
83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",53,2,False,True,False,2,4038
3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",77,3,False,True,False,1,4507
71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,"(44529.0, 58482.0]",73,2,False,True,False,1,4035
3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",38,2,False,True,False,0,4106
15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,"(32011.0, 44529.0]",66,3,False,True,False,0,4646
52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,"(71819.0, 666666.0]",67,2,True,False,False,0,4123
8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",74,3,True,False,False,1,4459
89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,"(58482.0, 71819.0]",50,2,False,True,False,1,4313
66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,"(58482.0, 71819.0]",41,3,True,False,False,0,4586
22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,"(1729.999, 32011.0]",56,3,True,False,False,1,4024
56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",57,3,False,True,False,1,4036
74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,"(58482.0, 71819.0]",56,3,False,True,False,1,4370
48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,"(1729.999, 32011.0]",40,3,False,True,False,0,4005
67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",41,2,False,True,False,1,4567
24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,"(32011.0, 44529.0]",68,3,True,False,False,2,4125
67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,"(71819.0, 666666.0]",54,3,False,True,False,0,4198
38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,"(71819.0, 666666.0]",50,2,True,False,False,2,4257
86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,"(32011.0, 44529.0]",43,2,True,False,False,1,4452
90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",37,3,True,False,False,0,4631
87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,"(71819.0, 666666.0]",36,3,True,False,False,0,4022
62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",40,2,True,False,False,1,4482
23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,"(58482.0, 71819.0]",57,2,False,True,False,1,3990
99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",51,2,False,True,False,0,3998
29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",76,2,False,True,False,1,4216
52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,"(1729.999, 32011.0]",47,1,True,False,False,1,4622
90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,"(71819.0, 666666.0]",71,3,False,True,False,0,4054
9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",80,3,False,True,False,0,3996
71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",75,3,True,False,False,1,4345
13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",61,3,True,False,False,2,4455
16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",42,2,False,True,False,0,4041
94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",38,3,True,False,False,0,4067
77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",54,2,False,True,False,1,4212
20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,"(44529.0, 58482.0]",57,2,True,False,False,1,4119
51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",71,2,True,False,False,0,4378
81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",54,3,True,False,False,1,4260
71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",39,2,True,False,False,1,4108
36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",66,2,True,False,False,0,4431
